uid,age,sex,active_date,limit
36507,35,01,2015-12-16,5.9746772897
8138,25,02,2016-05-20,5.2921539288
30479,25,01,2016-01-28,5.2921539288
90686,25,01,2016-03-30,5.2921539288
6784,25,01,2016-02-16,6.1534138563
77915,35,01,2016-01-11,6.2920545271
55524,35,01,2016-05-17,5.9746772897
32255,35,01,2015-12-18,6.1534138563
12917,30,01,2016-04-22,5.9746772897
3265,40,01,2016-03-29,5.9746772897
62992,30,01,2016-02-27,5.2921539288
65518,30,01,2016-06-16,5.9746772897
49889,35,01,2016-01-29,5.7227683627
82052,35,01,2016-01-27,5.2921539288
1964,35,02,2016-01-31,6.2920545271
81362,25,01,2016-02-06,5.9746772897
58268,50,01,2016-03-16,6.1534138563
3207,35,01,2016-03-01,6.2920545271
70076,40,01,2016-02-26,6.1534138563
6853,30,01,2016-04-21,5.2921539288
4087,40,02,2016-04-02,5.9746772897
57673,30,01,2016-04-22,5.9746772897
62124,35,01,2016-05-31,6.2920545271
82016,25,01,2015-12-30,5.2921539288
77795,45,01,2016-01-05,6.2920545271
29912,35,01,2016-02-04,6.2920545271
55488,30,01,2016-02-16,6.2920545271
62156,30,01,2016-02-03,5.7227683627
77185,35,01,2016-06-09,6.1534138563
62040,30,01,2016-04-21,5.9746772897
47230,45,01,2016-02-24,6.2920545271
45547,40,01,2016-03-19,6.2920545271
79330,35,01,2016-06-16,6.2920545271
58693,40,01,2016-03-25,6.1534138563
31644,30,01,2015-12-23,5.9746772897
84719,25,01,2016-04-22,5.9746772897
31934,35,01,2016-04-26,5.9746772897
71485,35,01,2016-04-24,6.2920545271
21063,35,01,2015-12-18,5.7227683627
12350,40,01,2016-02-02,6.1534138563
12387,30,01,2016-04-01,5.2921539288
31364,40,02,2016-03-21,5.9746772897
64395,45,02,2016-03-02,5.7227683627
83417,45,01,2016-03-17,5.2921539288
90691,25,01,2016-04-22,5.2921539288
59136,30,01,2016-01-28,5.2921539288
48719,35,02,2016-05-28,6.2920545271
38615,30,01,2015-12-30,5.7227683627
58938,25,01,2016-04-15,5.2921539288
64163,30,01,2016-02-01,5.7227683627
14444,25,01,2016-05-06,5.2921539288
29143,25,01,2016-05-16,6.1534138563
35251,30,01,2016-01-31,5.2921539288
22248,30,01,2016-04-11,5.9746772897
45056,35,01,2016-03-19,5.2921539288
51862,25,01,2016-01-02,5.2921539288
81140,35,01,2016-02-25,5.7227683627
84820,35,01,2016-06-17,6.2920545271
77447,30,01,2016-02-19,5.2921539288
82270,35,01,2016-06-01,5.9746772897
66829,35,01,2015-12-08,6.2920545271
7277,25,01,2016-04-20,5.7227683627
19065,30,01,2016-01-05,5.7227683627
76838,30,01,2016-04-29,5.2921539288
65973,35,01,2016-03-27,6.1534138563
47849,35,02,2016-06-22,5.9746772897
15334,25,01,2016-04-28,5.7227683627
18898,25,01,2016-04-15,5.7227683627
84397,25,01,2016-06-14,5.2921539288
33142,25,01,2016-05-03,6.2920545271
62399,30,01,2016-03-24,5.2921539288
88653,30,01,2016-06-20,6.1534138563
10457,30,01,2016-02-17,5.2921539288
35182,35,01,2016-06-18,5.9746772897
58794,30,01,2016-05-19,5.2921539288
7564,30,01,2016-06-10,5.7227683627
72917,25,01,2016-05-19,6.2920545271
30638,30,01,2016-06-03,6.1534138563
15886,45,01,2015-12-17,6.2920545271
78621,25,01,2016-05-31,5.2921539288
1495,35,01,2015-12-31,5.2921539288
47063,30,01,2015-12-29,5.7227683627
88494,25,01,2016-06-27,6.2920545271
22145,35,01,2016-06-28,6.2920545271
15917,25,01,2016-06-22,5.2921539288
60928,50,02,2016-05-21,6.2920545271
3244,25,01,2016-02-15,5.7227683627
73673,30,01,2016-05-24,6.1534138563
87854,35,02,2015-12-17,6.2920545271
61477,25,01,2016-06-11,5.2921539288
73763,30,01,2016-03-03,6.2920545271
69549,30,01,2016-04-16,5.2921539288
46570,30,01,2016-01-10,5.7227683627
33061,35,01,2015-12-05,6.1534138563
64377,30,01,2016-04-15,6.1534138563
62149,45,01,2016-06-27,5.9746772897
5033,40,01,2016-01-28,6.2920545271
34745,40,01,2016-03-23,5.7227683627
66067,35,01,2015-12-17,6.1534138563
11222,35,01,2016-05-21,6.1534138563
51815,30,01,2016-03-05,5.9746772897
72595,25,02,2016-05-31,5.9746772897
62709,30,01,2016-03-17,6.1534138563
54641,30,01,2016-06-16,6.2920545271
26332,40,01,2016-02-15,6.2920545271
5558,25,01,2016-05-20,5.2921539288
45669,40,01,2015-12-02,6.2920545271
82147,35,01,2016-03-09,5.2921539288
46740,30,01,2016-06-15,5.2921539288
18877,40,01,2015-12-26,5.7227683627
69539,35,01,2016-02-16,5.9746772897
28348,50,01,2016-05-08,6.2920545271
71047,30,02,2016-04-11,5.2921539288
29572,30,01,2016-05-01,6.1534138563
36411,25,01,2016-06-26,5.9746772897
18402,30,01,2016-02-10,5.2921539288
19516,35,01,2015-12-04,6.2920545271
68404,30,02,2016-05-03,5.2921539288
36754,30,01,2016-04-15,5.7227683627
27234,35,01,2015-12-03,6.2920545271
63460,25,01,2016-01-02,5.9746772897
65783,35,02,2015-12-23,6.2920545271
36589,30,01,2016-04-23,6.2920545271
28307,25,01,2016-02-01,5.7227683627
12316,40,01,2015-12-18,6.1534138563
2268,40,01,2016-01-26,6.2920545271
58773,30,01,2016-04-15,6.1534138563
51495,30,01,2016-01-07,5.7227683627
13009,35,01,2016-02-23,5.7227683627
67734,35,01,2016-02-04,6.2920545271
1193,40,01,2016-04-22,6.2920545271
16888,30,01,2016-03-26,6.2920545271
52546,30,02,2016-06-10,5.7227683627
55344,30,01,2016-04-15,6.2920545271
14385,35,01,2016-03-08,5.7227683627
82543,30,01,2016-04-02,6.1534138563
79896,30,02,2016-04-20,5.9746772897
6036,35,01,2015-12-30,6.2920545271
16921,40,01,2016-04-14,6.2920545271
18546,40,01,2016-05-13,6.2920545271
64112,30,01,2016-05-18,6.2920545271
32997,25,01,2016-05-22,5.7227683627
60644,40,01,2016-05-11,5.9746772897
339,35,01,2016-04-20,6.2920545271
55296,30,01,2015-12-17,5.7227683627
75449,50,01,2016-02-04,6.1534138563
44053,30,01,2016-01-06,6.2920545271
61614,30,01,2016-04-14,6.2920545271
68018,30,01,2016-06-02,5.9746772897
86045,45,01,2016-02-10,6.2920545271
82707,30,01,2016-02-16,6.2920545271
37182,40,02,2016-03-21,6.2920545271
58067,35,01,2016-06-21,6.2920545271
84306,30,01,2015-12-03,5.9746772897
68993,30,01,2016-01-07,5.9746772897
19840,40,01,2016-01-28,6.2920545271
36134,35,01,2016-03-17,6.1534138563
23739,25,01,2016-02-16,5.9746772897
36070,50,01,2016-05-26,5.7227683627
24776,45,01,2015-12-29,6.1534138563
43479,35,02,2016-02-16,5.2921539288
25500,30,01,2016-01-18,5.9746772897
78896,30,01,2016-05-03,6.1534138563
54680,40,01,2016-02-16,6.2920545271
59658,45,01,2016-03-20,5.7227683627
63727,35,01,2016-02-21,6.2920545271
61545,30,02,2016-01-28,5.7227683627
8226,25,01,2016-04-18,5.7227683627
89313,40,01,2016-02-23,5.7227683627
28620,35,01,2016-05-10,6.1534138563
52852,40,01,2016-03-29,6.1534138563
36726,30,01,2016-06-23,5.7227683627
87291,30,01,2016-06-16,6.2920545271
66673,40,01,2015-12-11,6.2920545271
42332,30,02,2016-03-17,5.2921539288
42881,35,01,2016-06-14,6.2920545271
80309,35,02,2016-04-15,6.2920545271
61555,40,01,2016-01-28,5.9746772897
66600,25,02,2016-01-01,5.2921539288
52899,30,01,2016-05-18,5.9746772897
59089,35,02,2016-02-25,5.2921539288
66103,25,01,2016-04-16,6.2920545271
39303,30,02,2016-01-10,5.9746772897
61857,25,01,2016-03-20,6.2920545271
50935,45,02,2016-01-30,5.7227683627
1642,30,01,2016-03-29,5.9746772897
26108,40,01,2015-12-30,5.7227683627
74678,45,01,2016-02-17,5.2921539288
26750,30,02,2016-05-14,5.2921539288
28646,30,02,2016-06-16,5.2921539288
42200,25,02,2016-06-10,6.2920545271
4746,35,01,2016-05-22,5.9746772897
25681,35,01,2016-01-28,6.2920545271
75912,25,01,2016-04-19,5.7227683627
81953,30,01,2016-01-29,5.7227683627
26720,30,01,2016-04-05,6.2920545271
36266,40,01,2015-12-16,5.7227683627
15544,30,01,2016-02-07,6.2920545271
72104,40,01,2016-06-23,5.9746772897
13600,30,01,2016-01-01,5.9746772897
22541,35,02,2016-05-02,5.2921539288
54105,30,01,2016-06-17,6.1534138563
59371,30,01,2016-01-28,6.2920545271
11504,25,01,2016-05-01,5.7227683627
41560,30,01,2016-02-16,5.9746772897
74896,35,02,2016-06-19,5.7227683627
66088,30,01,2016-02-03,5.2921539288
84998,45,01,2016-03-15,5.7227683627
17659,30,01,2016-03-20,5.7227683627
10539,25,01,2016-04-21,5.2921539288
7480,35,01,2016-06-21,5.2921539288
79905,30,01,2016-04-05,5.7227683627
23025,30,01,2016-06-16,6.1534138563
62676,25,01,2016-03-17,6.2920545271
16180,35,01,2016-06-16,5.9746772897
82788,25,01,2016-02-16,5.7227683627
5916,25,01,2016-02-26,5.7227683627
78947,25,01,2016-03-19,5.7227683627
57991,30,01,2016-05-06,6.1534138563
16336,35,01,2016-05-09,5.2921539288
76028,25,01,2016-06-16,6.2920545271
78764,30,01,2015-12-17,5.7227683627
7572,45,02,2016-04-21,5.9746772897
30267,40,01,2016-01-27,5.7227683627
60592,25,01,2016-04-20,5.7227683627
3585,50,02,2015-12-31,5.7227683627
53820,30,01,2016-04-28,6.1534138563
12205,25,01,2016-06-13,5.2921539288
16462,30,02,2016-03-25,6.1534138563
20093,35,01,2015-12-16,6.1534138563
72185,30,01,2016-03-29,5.2921539288
20724,35,02,2016-06-16,6.2920545271
62430,25,01,2016-04-17,5.2921539288
64566,30,01,2016-01-28,5.9746772897
75383,25,01,2016-05-01,6.2920545271
68265,30,01,2016-06-16,6.2920545271
39794,30,01,2016-02-04,5.9746772897
71887,35,01,2016-01-28,5.9746772897
23904,25,01,2016-03-13,5.7227683627
21853,40,01,2016-01-27,6.1534138563
34317,40,01,2016-03-26,5.7227683627
77426,30,01,2016-04-15,5.7227683627
16592,45,01,2016-06-29,6.1534138563
88136,40,01,2016-06-21,6.2920545271
3904,25,01,2016-06-23,6.1534138563
27102,25,01,2016-03-18,5.2921539288
38714,25,02,2015-12-16,5.7227683627
12963,35,02,2016-05-11,5.9746772897
82825,30,01,2016-05-23,6.1534138563
3431,35,01,2016-03-11,6.1534138563
42875,30,01,2016-06-30,5.9746772897
13311,50,02,2016-04-29,6.1534138563
13427,40,01,2015-12-17,6.2920545271
64685,35,02,2016-01-29,6.2920545271
10314,30,01,2016-01-28,5.2921539288
63165,40,01,2016-02-04,6.1534138563
26443,35,01,2016-04-15,5.2921539288
18965,25,01,2015-12-29,5.9746772897
40381,30,01,2016-02-11,5.9746772897
54466,35,01,2016-06-02,6.2920545271
74938,45,01,2016-02-12,5.9746772897
77247,25,01,2016-02-02,6.1534138563
72198,30,02,2016-03-12,5.7227683627
37675,25,02,2016-05-28,5.7227683627
141,25,02,2016-03-12,5.9746772897
86028,40,01,2015-12-30,5.9746772897
55505,35,01,2016-02-10,6.1534138563
41490,30,02,2016-05-28,6.1534138563
39914,30,01,2015-12-26,6.2920545271
34864,35,01,2015-12-23,6.2920545271
22209,30,01,2016-05-02,5.9746772897
7532,30,01,2016-03-29,5.2921539288
74753,30,01,2016-04-23,5.9746772897
69042,30,02,2016-02-23,6.2920545271
16902,30,02,2016-05-12,5.7227683627
84147,40,01,2016-05-15,5.9746772897
49646,30,01,2016-01-11,6.2920545271
1093,30,01,2015-12-27,5.9746772897
13095,30,02,2016-05-18,6.2920545271
36502,40,01,2016-04-15,6.2920545271
1855,30,01,2015-12-18,6.2920545271
18247,35,01,2016-01-03,5.7227683627
75816,30,02,2016-05-01,6.2920545271
3673,40,01,2016-05-05,6.2920545271
26663,30,01,2016-03-25,6.1534138563
42147,30,01,2016-03-28,5.9746772897
74278,50,02,2015-12-02,6.2920545271
64037,35,02,2016-02-15,6.2920545271
36412,35,01,2016-02-08,5.7227683627
67182,30,02,2016-01-28,5.2921539288
30339,30,01,2016-01-05,5.2921539288
13448,30,01,2015-12-11,6.1534138563
76547,35,01,2016-06-16,6.2920545271
45178,35,01,2015-12-26,6.2920545271
77793,35,01,2016-04-25,6.2920545271
33665,45,01,2016-02-13,6.2920545271
13638,35,01,2016-01-07,5.7227683627
81685,30,01,2016-04-25,5.2921539288
74109,35,01,2016-03-24,5.9746772897
57935,35,01,2016-04-20,6.2920545271
55695,35,01,2016-01-28,5.9746772897
60259,30,02,2015-12-30,6.2920545271
24576,45,01,2015-12-17,5.9746772897
6733,30,01,2016-03-17,5.2921539288
84176,30,01,2015-12-05,5.7227683627
30441,30,01,2015-12-17,6.2920545271
43173,35,02,2015-12-27,6.2920545271
49753,40,01,2016-02-17,6.2920545271
67225,35,01,2016-05-04,6.2920545271
26899,35,01,2016-02-13,5.2921539288
45278,35,02,2016-04-22,5.7227683627
53218,35,02,2016-02-27,5.7227683627
59856,35,01,2016-05-23,6.2920545271
5976,35,02,2016-06-07,6.2920545271
9124,30,01,2016-04-18,5.7227683627
43965,30,01,2016-06-28,5.2921539288
81207,35,01,2015-12-10,6.2920545271
15438,30,02,2016-06-04,6.1534138563
80245,25,01,2016-05-22,5.2921539288
6916,30,01,2016-04-20,6.2920545271
39779,30,01,2016-03-17,6.1534138563
27118,25,01,2016-04-21,5.2921539288
65478,30,01,2016-06-17,5.9746772897
24137,35,01,2016-02-03,5.7227683627
88420,45,01,2016-02-16,5.7227683627
75453,30,01,2016-06-19,5.7227683627
45440,30,01,2016-01-29,5.2921539288
85096,25,01,2016-03-21,5.2921539288
35253,45,01,2016-02-03,6.2920545271
15318,35,01,2016-01-12,6.2920545271
36513,35,01,2016-06-16,5.2921539288
67917,25,01,2016-04-18,5.9746772897
76555,25,01,2016-03-19,5.2921539288
55072,30,02,2016-05-10,5.9746772897
41194,40,01,2016-02-16,6.2920545271
26487,25,01,2015-12-02,5.7227683627
19150,30,01,2016-02-12,5.9746772897
35012,35,01,2016-06-16,5.9746772897
27676,25,01,2016-05-06,5.9746772897
80637,25,01,2016-01-21,6.2920545271
9156,25,01,2016-06-28,5.2921539288
77034,30,02,2016-02-01,5.9746772897
67712,40,01,2016-02-17,6.2920545271
23513,30,01,2016-04-14,5.7227683627
55801,35,01,2016-05-04,6.1534138563
12933,35,01,2016-01-28,5.7227683627
65721,25,02,2016-04-24,5.9746772897
49340,35,01,2016-02-22,5.7227683627
54319,25,01,2016-03-25,5.9746772897
86221,30,01,2015-12-17,5.9746772897
23866,30,01,2016-04-20,6.2920545271
57937,35,01,2016-01-28,5.2921539288
12938,30,01,2016-01-20,5.9746772897
37655,30,01,2016-06-01,5.2921539288
12578,25,01,2016-06-04,5.2921539288
79712,35,01,2016-04-14,6.2920545271
2786,30,01,2016-05-03,6.1534138563
46412,30,01,2016-04-19,5.9746772897
10680,30,01,2016-06-18,6.2920545271
77477,30,02,2016-02-04,6.2920545271
30274,30,01,2016-02-16,5.7227683627
68315,35,02,2016-02-09,5.2921539288
33013,35,01,2016-03-20,6.2920545271
8529,40,02,2016-01-08,6.1534138563
72867,35,01,2016-04-25,6.2920545271
67627,30,01,2016-06-03,5.9746772897
65957,30,02,2016-01-31,6.2920545271
5858,40,01,2016-01-28,5.9746772897
70769,30,01,2016-01-31,5.2921539288
85300,35,01,2016-02-25,6.2920545271
354,25,01,2016-06-22,6.2920545271
90534,35,01,2016-05-31,5.7227683627
8148,35,01,2015-12-17,6.2920545271
22663,40,01,2015-12-17,5.9746772897
9914,35,02,2016-02-06,5.9746772897
89290,30,01,2016-03-30,6.1534138563
39793,35,01,2016-01-28,6.2920545271
23870,35,02,2016-02-13,5.9746772897
64442,40,02,2016-06-04,5.9746772897
79348,35,01,2016-01-26,6.1534138563
33157,35,01,2016-03-29,5.9746772897
14679,25,01,2015-12-29,6.1534138563
67735,45,01,2016-01-29,5.9746772897
53754,35,01,2016-02-16,6.2920545271
59227,35,01,2016-06-09,6.2920545271
62153,35,02,2016-06-06,6.1534138563
60341,30,01,2016-01-29,5.9746772897
83948,40,01,2016-03-26,5.2921539288
88691,25,01,2016-03-23,5.2921539288
40219,30,01,2016-06-03,6.1534138563
4439,35,01,2016-06-20,6.2920545271
5643,40,01,2016-04-20,5.9746772897
45635,30,01,2016-04-15,5.7227683627
76998,35,01,2016-01-06,5.2921539288
88104,30,02,2016-04-20,5.7227683627
49617,35,01,2015-12-17,5.7227683627
69660,50,01,2016-03-29,5.9746772897
72426,35,01,2016-02-16,5.7227683627
22112,35,01,2016-06-20,6.2920545271
13536,25,01,2016-03-24,5.2921539288
78587,40,01,2015-12-28,6.2920545271
45112,30,01,2016-02-20,5.7227683627
9158,30,01,2016-03-30,5.2921539288
46589,30,01,2016-02-17,5.9746772897
24663,40,01,2016-02-16,5.9746772897
60015,35,01,2016-05-11,6.2920545271
77992,40,01,2015-12-12,6.2920545271
85407,30,01,2016-06-30,5.9746772897
22187,30,01,2016-03-27,5.7227683627
37166,35,01,2016-03-28,5.9746772897
79415,30,01,2016-05-29,6.2920545271
85406,40,01,2016-03-20,6.2920545271
39132,30,01,2016-06-17,5.7227683627
20772,35,01,2016-01-28,6.1534138563
39956,30,01,2016-01-24,5.9746772897
54453,35,01,2016-02-05,6.2920545271
44964,35,01,2015-12-15,6.1534138563
90198,30,01,2016-01-08,5.9746772897
43635,25,02,2016-06-10,5.7227683627
12863,40,02,2016-05-08,6.2920545271
21551,30,01,2016-04-16,5.9746772897
58163,35,01,2016-02-05,6.2920545271
81686,35,01,2016-01-14,6.2920545271
7183,25,01,2016-06-19,5.2921539288
41358,30,01,2016-04-15,5.9746772897
18647,35,01,2016-04-16,6.2920545271
47825,25,02,2016-06-15,5.7227683627
44140,40,01,2016-05-24,6.2920545271
65666,30,01,2016-04-23,5.2921539288
21420,35,01,2016-05-20,5.7227683627
2400,30,01,2016-01-28,5.2921539288
22154,25,01,2015-12-02,6.2920545271
62416,30,01,2016-05-19,6.2920545271
62872,40,01,2016-06-19,6.1534138563
27404,50,01,2016-02-22,5.7227683627
74370,25,01,2016-03-11,6.1534138563
26974,35,01,2016-03-17,5.9746772897
63461,45,01,2016-01-28,6.2920545271
15239,25,01,2016-03-24,5.9746772897
31037,25,01,2016-01-28,5.7227683627
39043,45,01,2016-02-07,6.1534138563
5583,30,01,2015-12-17,5.7227683627
7297,35,01,2016-05-16,6.2920545271
90844,40,01,2016-06-26,5.7227683627
27155,30,02,2016-02-06,5.2921539288
84273,30,01,2016-03-11,6.2920545271
80481,30,01,2016-05-03,6.2920545271
14104,25,01,2016-04-16,5.2921539288
51433,25,01,2016-06-08,5.2921539288
74018,45,01,2016-01-14,6.2920545271
36126,40,01,2016-06-16,6.2920545271
31113,30,01,2016-06-03,5.2921539288
77064,25,01,2016-05-06,5.2921539288
24742,25,01,2016-02-26,5.7227683627
49979,30,01,2016-03-29,6.2920545271
47994,25,01,2016-01-28,5.2921539288
64290,30,01,2016-05-06,5.9746772897
54792,25,01,2016-02-06,5.9746772897
67785,30,01,2016-03-22,6.2920545271
65823,30,01,2016-06-16,5.9746772897
87749,25,01,2016-04-28,5.2921539288
74036,25,01,2015-12-24,5.9746772897
50462,30,01,2016-02-16,6.2920545271
64082,35,01,2015-12-17,5.7227683627
28660,25,01,2016-06-11,5.9746772897
42828,30,01,2016-04-19,5.2921539288
14844,25,02,2016-03-17,5.2921539288
58132,30,01,2016-05-16,6.2920545271
35795,25,02,2016-04-25,5.2921539288
35382,35,02,2016-06-16,6.2920545271
68372,40,02,2016-01-29,6.1534138563
63700,30,01,2016-04-20,5.2921539288
25161,25,01,2016-05-14,6.1534138563
55860,25,01,2016-06-27,5.2921539288
1573,30,01,2015-12-17,6.2920545271
66886,25,01,2016-06-28,5.7227683627
1489,45,01,2016-05-31,5.7227683627
45380,50,01,2016-06-24,6.2920545271
59890,30,01,2016-06-16,6.1534138563
32847,30,01,2016-04-26,5.9746772897
62067,40,01,2016-01-28,6.1534138563
65356,30,01,2016-04-16,6.2920545271
88582,30,01,2016-04-19,6.2920545271
71548,35,01,2016-05-29,5.7227683627
13336,30,01,2015-12-30,5.7227683627
84633,30,01,2016-06-02,5.2921539288
73116,30,02,2016-05-21,6.1534138563
23447,30,02,2016-03-06,5.7227683627
36765,40,01,2016-01-24,5.7227683627
52074,25,01,2016-06-13,6.2920545271
26834,35,01,2016-06-16,5.2921539288
28878,30,01,2016-04-13,6.2920545271
856,35,01,2015-12-07,5.2921539288
24630,35,01,2015-12-05,6.1534138563
51402,30,01,2016-06-18,5.7227683627
29722,30,01,2016-04-18,5.7227683627
45467,25,01,2016-02-04,6.1534138563
56246,25,01,2016-04-19,5.9746772897
20612,35,01,2016-01-01,5.2921539288
31718,30,01,2016-06-24,6.2920545271
69855,30,02,2016-01-27,5.9746772897
47464,30,01,2016-05-12,6.1534138563
90104,35,01,2015-12-29,5.9746772897
58128,35,01,2016-06-16,5.9746772897
67310,35,02,2016-04-27,6.1534138563
30579,35,01,2016-03-15,6.2920545271
47683,45,01,2016-02-05,6.1534138563
52041,30,01,2016-06-16,6.2920545271
36409,30,02,2016-04-18,5.7227683627
24345,35,01,2015-12-17,5.9746772897
56410,35,01,2015-12-24,6.2920545271
49002,35,01,2015-12-30,5.9746772897
33296,25,01,2016-03-23,5.7227683627
60111,30,01,2016-02-10,5.9746772897
60763,30,01,2016-04-17,6.2920545271
38989,30,01,2016-02-27,6.1534138563
14553,30,01,2015-12-23,5.9746772897
9468,35,01,2016-06-16,5.2921539288
85139,35,02,2016-06-01,5.7227683627
40946,45,01,2015-12-17,6.2920545271
76086,30,01,2016-04-20,6.2920545271
20652,30,02,2016-05-03,5.7227683627
17739,30,01,2016-02-03,5.7227683627
19479,50,01,2016-05-08,6.2920545271
75603,35,01,2016-06-04,6.2920545271
42417,35,02,2016-01-31,6.2920545271
26018,25,01,2015-12-17,6.2920545271
20603,30,01,2016-02-05,5.2921539288
32127,40,02,2016-05-18,5.9746772897
9813,35,01,2016-02-17,6.1534138563
28490,30,01,2016-04-15,6.1534138563
79846,35,01,2016-02-07,6.2920545271
11763,40,01,2016-02-19,5.7227683627
88178,35,02,2016-06-04,5.7227683627
42826,35,01,2016-02-22,6.1534138563
87653,30,01,2016-06-10,6.1534138563
24599,45,01,2016-03-14,5.7227683627
21800,30,01,2016-01-02,5.7227683627
87184,25,01,2016-06-21,6.2920545271
60539,35,01,2016-03-27,5.9746772897
1547,35,01,2015-12-02,6.2920545271
61572,40,01,2016-03-15,5.9746772897
40943,45,01,2016-03-16,5.7227683627
68677,35,01,2015-12-15,5.9746772897
83908,45,02,2016-05-19,6.2920545271
70354,45,01,2016-01-28,6.1534138563
52983,40,01,2015-12-31,5.9746772897
1433,45,01,2016-03-20,5.9746772897
68060,30,01,2016-06-21,6.2920545271
74607,30,01,2016-04-27,5.9746772897
50806,45,01,2016-01-28,6.2920545271
5899,30,01,2016-03-21,5.2921539288
1271,30,01,2016-05-02,5.2921539288
12318,25,01,2016-06-15,6.2920545271
31362,35,01,2016-06-13,5.2921539288
21038,40,01,2016-06-29,6.2920545271
54422,35,01,2016-03-17,6.1534138563
49951,30,01,2016-05-03,5.7227683627
16657,40,01,2016-03-15,5.7227683627
22851,25,01,2016-06-04,5.2921539288
2583,35,01,2015-12-26,6.2920545271
7121,25,01,2016-04-15,6.1534138563
35735,35,01,2016-04-15,6.2920545271
76119,35,01,2016-06-23,6.2920545271
12507,25,01,2016-01-27,6.2920545271
9768,30,01,2016-06-07,6.2920545271
53647,25,01,2016-04-20,5.7227683627
48298,30,01,2016-03-17,6.1534138563
46937,35,01,2016-03-15,5.2921539288
82429,35,01,2016-01-28,5.7227683627
16969,25,01,2016-06-02,5.2921539288
19806,35,02,2016-02-26,5.7227683627
87509,30,02,2016-05-15,5.7227683627
52355,25,01,2016-06-27,6.2920545271
40821,30,01,2016-06-02,5.9746772897
47284,25,01,2016-06-02,5.2921539288
22571,35,01,2015-12-15,5.7227683627
25608,30,01,2016-01-06,5.7227683627
89468,45,01,2016-02-15,6.2920545271
4882,35,01,2016-05-17,5.9746772897
11719,30,01,2016-03-11,5.2921539288
8259,25,01,2016-06-14,5.2921539288
17673,35,02,2016-02-05,5.7227683627
2344,30,02,2016-06-22,5.2921539288
78457,25,02,2016-06-27,6.2920545271
58100,30,01,2016-05-03,5.2921539288
41306,30,01,2016-02-26,5.7227683627
8961,40,01,2016-06-10,5.9746772897
18252,40,01,2016-02-16,6.1534138563
76806,25,01,2016-04-29,5.7227683627
70572,35,01,2016-05-20,6.2920545271
32060,30,02,2016-02-27,5.7227683627
59813,50,01,2015-12-17,5.7227683627
55678,35,01,2016-06-17,6.2920545271
67197,25,01,2016-05-10,5.2921539288
67112,25,01,2015-12-06,5.7227683627
453,30,01,2016-01-08,5.9746772897
62964,25,01,2015-12-21,5.9746772897
29411,30,02,2016-03-29,5.2921539288
18297,30,01,2016-05-22,5.7227683627
64419,35,01,2016-02-26,6.1534138563
11785,35,01,2016-04-26,5.9746772897
18694,30,01,2016-03-23,6.1534138563
55457,35,01,2016-05-11,5.7227683627
46542,30,01,2016-03-24,5.2921539288
27527,30,01,2016-05-22,5.7227683627
15737,30,01,2015-12-31,5.7227683627
18506,25,01,2016-05-08,5.7227683627
47680,30,01,2016-04-19,5.2921539288
49194,25,02,2016-05-21,5.2921539288
29319,30,01,2016-03-29,5.7227683627
27689,30,01,2016-01-28,5.9746772897
89284,35,01,2016-03-12,5.7227683627
30475,30,01,2016-03-29,5.7227683627
6157,35,01,2016-06-22,6.2920545271
13493,30,01,2016-02-12,5.9746772897
64440,30,01,2016-03-18,5.9746772897
75893,30,01,2016-03-29,5.2921539288
5392,30,02,2016-06-16,5.2921539288
45088,35,01,2016-05-04,6.2920545271
55969,40,01,2016-01-05,5.7227683627
2796,35,02,2016-06-24,6.2920545271
25604,30,01,2016-01-28,6.2920545271
36051,30,01,2016-02-02,6.2920545271
27684,25,01,2016-01-06,5.7227683627
55983,45,01,2016-04-22,6.1534138563
68443,25,02,2016-01-31,5.9746772897
56893,25,01,2016-02-01,5.9746772897
4052,35,02,2016-01-04,5.9746772897
79099,35,01,2016-03-07,5.9746772897
2642,35,01,2016-05-14,6.2920545271
36741,35,01,2016-03-30,5.7227683627
29720,35,01,2016-05-23,6.2920545271
90034,25,01,2016-05-10,5.2921539288
62999,40,01,2016-02-02,6.1534138563
23660,35,01,2016-01-29,6.2920545271
84982,40,01,2016-02-16,5.7227683627
69767,35,01,2016-06-28,5.9746772897
66493,30,01,2016-05-17,6.2920545271
45723,30,02,2016-06-23,5.2921539288
2644,40,01,2016-03-27,6.2920545271
12958,35,02,2016-05-01,6.2920545271
24091,35,02,2016-03-29,6.2920545271
74966,30,01,2016-03-25,5.2921539288
74353,25,01,2015-12-16,5.7227683627
86962,25,01,2016-01-02,5.2921539288
53493,30,02,2016-04-25,6.1534138563
60810,35,01,2016-02-02,6.2920545271
4259,30,01,2015-12-30,6.1534138563
19057,30,01,2016-06-28,5.2921539288
63227,25,01,2016-06-21,6.2920545271
82784,35,01,2016-05-05,5.9746772897
22251,45,01,2016-04-19,5.2921539288
13801,35,01,2016-03-17,5.9746772897
35694,35,02,2016-03-20,5.7227683627
37272,40,02,2015-12-26,6.2920545271
78227,35,01,2016-01-09,5.7227683627
20557,35,01,2016-03-13,6.2920545271
49335,30,01,2016-02-25,5.2921539288
31167,40,01,2015-12-30,6.2920545271
73244,30,01,2016-01-28,5.9746772897
57045,40,01,2016-02-01,5.9746772897
73498,25,02,2016-06-12,5.2921539288
12517,40,01,2016-02-17,5.9746772897
33395,35,01,2015-12-18,6.2920545271
41115,35,02,2016-02-16,6.2920545271
