uid,month,loan_sum
12493,2016-11,6.316422771
12494,2016-11,4.974842946
12505,2016-11,4.974842946
12507,2016-11,6.266691431
12508,2016-11,6.153413856
12509,2016-11,5.351362178
12510,2016-11,6.949280367
12511,2016-11,6.240248782
12527,2016-11,5.781982259
12531,2016-11,5.07059257
12532,2016-11,5.657311097
12536,2016-11,6.405333138
12541,2016-11,6.445431881
12547,2016-11,5.54404215
12549,2016-11,5.45514134
12550,2016-11,5.292153929
12554,2016-11,4.292650699
12557,2016-11,4.071302059
12561,2016-11,4.974842946
12565,2016-11,5.97467729
12592,2016-11,6.643293014
12593,2016-11,5.226703564
12596,2016-11,5.351362178
12606,2016-11,6.535635912
12608,2016-11,5.722768363
12610,2016-11,6.212630577
12614,2016-11,6.405333138
12616,2016-11,5.885770109
12629,2016-11,5.58413701
12631,2016-11,5.657311097
12633,2016-11,6.292054527
12646,2016-11,5.153538105
12648,2016-11,6.584074882
12657,2016-11,4.83624782
12658,2016-11,3.862594545
12661,2016-11,6.153413856
12674,2016-11,5.292153929
12683,2016-11,6.518612438
12685,2016-11,5.153538105
12692,2016-11,5.97467729
12698,2016-11,5.953614499
12699,2016-11,5.153538105
12706,2016-11,3.862594545
12712,2016-11,5.58413701
12718,2016-11,6.445431881
12721,2016-11,6.599416886
12728,2016-11,3.975670565
12732,2016-11,6.240248782
12733,2016-11,5.657311097
12739,2016-11,5.722768363
12745,2016-11,5.931812567
12746,2016-11,5.657311097
12748,2016-11,5.657311097
12756,2016-11,3.975670565
12762,2016-11,4.292650699
12763,2016-11,6.553838285
12764,2016-11,4.292650699
12765,2016-11,6.087953139
12767,2016-11,5.909217723
12778,2016-11,5.405415974
12783,2016-11,6.087953139
12784,2016-11,5.584137011
12786,2016-11,6.153413856
12787,2016-11,5.722768363
12789,2016-11,4.885961244
12792,2016-11,7.445416348
12803,2016-11,6.735022479
12804,2016-11,4.544373396
12805,2016-11,6.405333138
12810,2016-11,4.544373396
12811,2016-11,6.271847554
12812,2016-11,5.684326978
12814,2016-11,5.836040761
12816,2016-11,4.292650699
12817,2016-11,6.65725587
12826,2016-11,3.862594545
12827,2016-11,5.931812567
12833,2016-11,4.292650699
12839,2016-11,6.781937074
12842,2016-11,4.292650699
12843,2016-11,5.97467729
12844,2016-11,5.153538105
12845,2016-11,6.153413856
12847,2016-11,4.753317069
12853,2016-11,4.974842946
12855,2016-11,4.974842946
12860,2016-11,5.657311097
12863,2016-11,6.650313664
12865,2016-11,6.543975879
12866,2016-11,6.405333138
12875,2016-11,5.292153929
12882,2016-11,4.544373396
12884,2016-11,6.087953139
12891,2016-11,3.862594545
12892,2016-11,4.974842946
12898,2016-11,4.885961244
12903,2016-11,5.836040761
12919,2016-11,6.05244065
12920,2016-11,6.212630577
12932,2016-11,3.862594545
12934,2016-11,5.722768363
12936,2016-11,6.18372741
12947,2016-11,3.862594545
12950,2016-11,4.723016822
12955,2016-11,5.781982259
12958,2016-11,6.584074882
12959,2016-11,5.885770109
12965,2016-11,5.722768363
12967,2016-11,4.292650699
12989,2016-11,4.723016822
12990,2016-11,5.226703564
12993,2016-11,5.292153929
12994,2016-11,6.153413856
12996,2016-11,5.292153929
12998,2016-11,5.292153929
13004,2016-11,4.974842946
13008,2016-11,6.183727411
13012,2016-11,4.8616016
13013,2016-11,5.809599236
13033,2016-11,5.836040761
13034,2016-11,5.501180385
13039,2016-11,5.292153929
13041,2016-11,6.153413856
13046,2016-11,5.292153929
13054,2016-11,6.121545176
13060,2016-11,6.677628887
13061,2016-11,5.836040761
13063,2016-11,4.974842946
13065,2016-11,6.292054527
13067,2016-11,5.226703564
13069,2016-11,4.782208137
13071,2016-11,5.292153929
13074,2016-11,5.405415974
13077,2016-11,5.722768363
13078,2016-11,4.974842946
13080,2016-11,6.212630577
13083,2016-11,3.862594545
13097,2016-11,4.953785867
13100,2016-11,5.58413701
13102,2016-11,5.292153929
13105,2016-11,6.781937074
13106,2016-11,5.722768363
13107,2016-11,5.836040761
13108,2016-11,6.405333138
13118,2016-11,5.405415974
13119,2016-11,5.292153929
13120,2016-11,4.292650699
13123,2016-11,6.584074882
13130,2016-11,6.684274102
13134,2016-11,5.722768363
13138,2016-11,5.153538105
13141,2016-11,5.97467729
13143,2016-11,5.781982259
13148,2016-11,4.974842946
13152,2016-11,3.862594545
13153,2016-11,6.405333138
13156,2016-11,5.97467729
13157,2016-11,5.890530954
13161,2016-11,6.373463912
13167,2016-11,5.552270782
13168,2016-11,6.584074882
13170,2016-11,6.070450575
13173,2016-11,4.292650699
13177,2016-11,5.657311097
13184,2016-11,6.483098934
13187,2016-11,5.722768363
13193,2016-11,5.781982259
13194,2016-11,5.880972502
13198,2016-11,5.153538105
13201,2016-11,5.51868147
13206,2016-11,5.97467729
13208,2016-11,6.087953139
13216,2016-11,6.240248782
13221,2016-11,5.58413701
13223,2016-11,5.501180385
13225,2016-11,5.153538105
13226,2016-11,5.885770109
13239,2016-11,4.292650699
13244,2016-11,5.560391861
13250,2016-11,5.183845743
13253,2016-11,6.240248782
13254,2016-11,6.292054527
13259,2016-11,5.153538105
13261,2016-11,5.405415974
13262,2016-11,6.098222806
13267,2016-11,6.153413856
13271,2016-11,5.657311097
13280,2016-11,6.087953139
13281,2016-11,6.014774739
13286,2016-11,5.292153929
13300,2016-11,4.974842946
13303,2016-11,5.45514134
13307,2016-11,5.781982259
13308,2016-11,6.316422771
13311,2016-11,3.862594545
13321,2016-11,5.212743531
13322,2016-11,4.974842946
13324,2016-11,6.405333138
13325,2016-11,5.415684509
13328,2016-11,6.362466936
13343,2016-11,3.862594545
13351,2016-11,5.405415974
13352,2016-11,5.153538105
13366,2016-11,5.584137011
13369,2016-11,4.723016822
13374,2016-11,6.183727411
13382,2016-11,6.672261066
13394,2016-11,5.226703564
13403,2016-11,6.212630577
13406,2016-11,4.544373396
13411,2016-11,6.266691431
13413,2016-11,5.69740682
13418,2016-11,6.501109382
13420,2016-11,6.077510874
13424,2016-11,4.974842946
13426,2016-11,4.723016822
13427,2016-11,6.405333138
13428,2016-11,6.405333138
13440,2016-11,5.722768363
13444,2016-11,4.8616016
13447,2016-11,5.836040761
13448,2016-11,5.54404215
13456,2016-11,6.212630577
13460,2016-11,4.836247821
13466,2016-11,3.862594545
13475,2016-11,3.862594545
13476,2016-11,6.735022479
13494,2016-11,4.723016822
13498,2016-11,5.999044896
13505,2016-11,5.97467729
13507,2016-11,5.153538105
13510,2016-11,5.885770109
13513,2016-11,5.690901317
13515,2016-11,5.384355326
13524,2016-11,5.483172026
13552,2016-11,5.1688767
13561,2016-11,5.885770109
13564,2016-11,6.435647185
13573,2016-11,4.8616016
13585,2016-11,5.97467729
13594,2016-11,6.014774739
13599,2016-11,5.722768363
13603,2016-11,6.05244065
13606,2016-11,4.974842946
13609,2016-11,5.885770109
13615,2016-11,5.292153929
13622,2016-11,5.657311097
13625,2016-11,5.97467729
13629,2016-11,5.995049416
13632,2016-11,5.722768363
13633,2016-11,5.435726077
13638,2016-11,5.292153929
13642,2016-11,6.05244065
13644,2016-11,4.974842946
13645,2016-11,6.153413856
13654,2016-11,6.537312885
13655,2016-11,5.584137011
13663,2016-11,5.292153929
13666,2016-11,5.781982259
13669,2016-11,5.722768363
13670,2016-11,5.885770109
13674,2016-11,6.153413856
13676,2016-11,6.137683814
13679,2016-11,5.722768363
13680,2016-11,5.722768363
13683,2016-11,5.97467729
13686,2016-11,5.405415974
13697,2016-11,6.104976146
13701,2016-11,4.455523524
13706,2016-11,5.885770109
13711,2016-11,5.435726077
13719,2016-11,4.723016822
13722,2016-11,5.722768363
13735,2016-11,5.722768363
13745,2016-11,4.723016822
13752,2016-11,5.292153929
13759,2016-11,6.183727411
13761,2016-11,6.425705932
13768,2016-11,5.405415974
13773,2016-11,5.722768363
13777,2016-11,3.862594545
13791,2016-11,5.657311097
13796,2016-11,6.153413856
13798,2016-11,3.975670565
13799,2016-11,5.65036951
13803,2016-11,5.781982259
13806,2016-11,4.723016822
13824,2016-11,6.121545176
13826,2016-11,5.08809119
13827,2016-11,6.153413856
13833,2016-11,4.723016822
13848,2016-11,4.544373396
13850,2016-11,5.501180385
13852,2016-11,6.405333138
13853,2016-11,7.014743673
13854,2016-11,6.518612438
13856,2016-11,4.974842946
13873,2016-11,5.722768363
13874,2016-11,5.97467729
13876,2016-11,5.885770109
13891,2016-11,6.483098934
13898,2016-11,5.58413701
13899,2016-11,5.97467729
13905,2016-11,5.292153929
13907,2016-11,5.722768363
13909,2016-11,5.568408163
13919,2016-11,3.862594545
13927,2016-11,5.292153929
13928,2016-11,7.153389004
13930,2016-11,5.292153929
13938,2016-11,6.05244065
13939,2016-11,4.8616016
13941,2016-11,4.723016822
13947,2016-11,5.722768363
13949,2016-11,5.657311097
13952,2016-11,3.862594545
13965,2016-11,5.931812567
13968,2016-11,5.722768363
13971,2016-11,4.292650699
13972,2016-11,4.723016822
13974,2016-11,5.74113247
13976,2016-11,5.153538105
13977,2016-11,5.885770109
13978,2016-11,6.153413856
13981,2016-11,4.974842946
13989,2016-11,4.723016822
13992,2016-11,5.836040761
13996,2016-11,3.862594545
13999,2016-11,5.292153929
14002,2016-11,6.74708738
14003,2016-11,5.58413701
14005,2016-11,6.584074882
14014,2016-11,5.121675962
14015,2016-11,6.405333138
14017,2016-11,4.974842946
14020,2016-11,6.212630577
14022,2016-11,4.292650699
14029,2016-11,6.05244065
14034,2016-11,6.316422771
14040,2016-11,6.05244065
14045,2016-11,6.292054527
14057,2016-11,5.722768363
14071,2016-11,6.722718659
14077,2016-11,5.836040761
14080,2016-11,5.153538105
14087,2016-11,5.292153929
14088,2016-11,5.922872985
14095,2016-11,5.292153929
14112,2016-11,5.781982259
14113,2016-11,5.445509541
14114,2016-11,7.094107945
14118,2016-11,4.227255494
14120,2016-11,5.153538105
14123,2016-11,4.544373396
14124,2016-11,4.974842946
14130,2016-11,5.657311097
14131,2016-11,6.584074882
14133,2016-11,6.153413856
14135,2016-11,5.501180385
14140,2016-11,4.292650699
14142,2016-11,6.183727411
14150,2016-11,5.657311097
14154,2016-11,5.607008011
14157,2016-11,6.18372741
14162,2016-11,5.394974879
14169,2016-11,5.885770109
14186,2016-11,4.8616016
14193,2016-11,5.722768363
14194,2016-11,6.153413856
14203,2016-11,5.621800638
14206,2016-11,4.723016822
14218,2016-11,6.83599934
14221,2016-11,4.723016822
14229,2016-11,6.266691431
14232,2016-11,5.464626106
14233,2016-11,6.876098731
14235,2016-11,5.292153929
14239,2016-11,6.405333138
14243,2016-11,6.316422771
14246,2016-11,3.862594545
14251,2016-11,3.862594545
14254,2016-11,5.836040761
14256,2016-11,5.841196669
14273,2016-11,5.292153929
14274,2016-11,5.931812567
14279,2016-11,5.722768363
14283,2016-11,6.121545176
14290,2016-11,5.657311097
14323,2016-11,6.153413856
14325,2016-11,6.464550799
14329,2016-11,6.384269633
14333,2016-11,5.153538105
14334,2016-11,5.351362178
14335,2016-11,4.723016822
14343,2016-11,6.585626242
14347,2016-11,6.384269633
14351,2016-11,6.153413856
14352,2016-11,6.643293014
14353,2016-11,5.584137011
14354,2016-11,6.240248782
14360,2016-11,5.405415974
14363,2016-11,6.212630577
14364,2016-11,5.07059257
14372,2016-11,4.544373396
14374,2016-11,5.292153929
14379,2016-11,6.45122958
14389,2016-11,5.304455557
14394,2016-11,5.58413701
14396,2016-11,5.292153929
14408,2016-11,6.153413856
14409,2016-11,6.014774739
14410,2016-11,5.351362178
14411,2016-11,6.087953139
14417,2016-11,6.153413856
14423,2016-11,5.722768363
14431,2016-11,4.974842946
14432,2016-11,6.18372741
14434,2016-11,5.08809119
14437,2016-11,5.153538105
14441,2016-11,5.861402821
14452,2016-11,6.240248782
14457,2016-11,5.728950236
14463,2016-11,5.405415974
14464,2016-11,5.292153929
14471,2016-11,5.722768363
14484,2016-11,6.33987127
14485,2016-11,5.405415974
14491,2016-11,6.584074882
14493,2016-11,4.723016822
14497,2016-11,6.405333138
14505,2016-11,5.153538105
14509,2016-11,5.781982259
14515,2016-11,6.535635912
14519,2016-11,6.409461487
14521,2016-11,6.651708324
14535,2016-11,4.292650699
14536,2016-11,5.781982259
14537,2016-11,6.087953139
14541,2016-11,5.814978327
14543,2016-11,3.862594545
14547,2016-11,5.153538105
14553,2016-11,5.58413701
14557,2016-11,5.781982259
14560,2016-11,5.716524366
14571,2016-11,5.339963309
14577,2016-11,4.723016822
14578,2016-11,4.40582999
14579,2016-11,5.153538105
14580,2016-11,4.723016822
14582,2016-11,3.862594545
14583,2016-11,5.153538105
14586,2016-11,5.1688767
14594,2016-11,5.621800638
14601,2016-11,5.153538105
14602,2016-11,6.240248782
14604,2016-11,5.212743531
14613,2016-11,4.622092928
14616,2016-11,5.931812567
14625,2016-11,6.033893069
14642,2016-11,6.781937074
14649,2016-11,5.76480298
14651,2016-11,4.544373396
14666,2016-11,6.264097235
14667,2016-11,5.83084171
14671,2016-11,6.591793235
14673,2016-11,6.568344441
14675,2016-11,5.292153929
14677,2016-11,4.544373396
14678,2016-11,4.8616016
14680,2016-11,6.212630577
14687,2016-11,6.464550799
14690,2016-11,5.753080438
14693,2016-11,5.722768363
14694,2016-11,4.974842946
14699,2016-11,5.501180385
14702,2016-11,6.405333138
14703,2016-11,5.405415974
14718,2016-11,3.862594545
14720,2016-11,5.97467729
14723,2016-11,6.212630577
14735,2016-11,6.377808777
14738,2016-11,4.723016822
14744,2016-11,5.292153929
14748,2016-11,6.643293014
14754,2016-11,6.379969869
14756,2016-11,6.014774739
14760,2016-11,6.47574599
14765,2016-11,6.292054527
14766,2016-11,5.722768363
14769,2016-11,5.405415974
14770,2016-11,5.931812567
14771,2016-11,6.584074882
14772,2016-11,6.65725587
14774,2016-11,4.292650699
14777,2016-11,6.266691431
14778,2016-11,6.014774739
14781,2016-11,4.292650699
14789,2016-11,4.974842946
14790,2016-11,6.05244065
14793,2016-11,5.722768363
14796,2016-11,5.97467729
14797,2016-11,4.544373396
14806,2016-11,6.501109382
14808,2016-11,4.974842946
14809,2016-11,5.836040761
14816,2016-11,4.657587153
14824,2016-11,5.836040761
14827,2016-11,4.974842946
14828,2016-11,5.58413701
14830,2016-11,6.212630577
14838,2016-11,5.722768363
14840,2016-11,4.292650699
14851,2016-11,4.974842946
14853,2016-11,5.836040761
14854,2016-11,5.836040761
14856,2016-11,6.999013034
14871,2016-11,6.405333138
14879,2016-11,5.07059257
14880,2016-11,5.153538105
14898,2016-11,5.552270782
14901,2016-11,7.40490221
14907,2016-11,5.753080438
14912,2016-11,4.974842946
14920,2016-11,4.8616016
14925,2016-11,5.292153929
14927,2016-11,5.584137011
14931,2016-11,3.862594545
14941,2016-11,5.45514134
14944,2016-11,6.518612438
14947,2016-11,5.45514134
14953,2016-11,6.05244065
14955,2016-11,4.974842946
14957,2016-11,4.974842946
14965,2016-11,5.716524366
14966,2016-11,5.58413701
14967,2016-11,5.885770109
14973,2016-11,5.137811248
14974,2016-11,4.974842946
14975,2016-11,4.723016822
14978,2016-11,5.781982259
14979,2016-11,5.7986993
14987,2016-11,4.544373396
14997,2016-11,6.351271812
14998,2016-11,6.33987127
15003,2016-11,5.405415974
15005,2016-11,6.240248782
15007,2016-11,5.07059257
15015,2016-11,6.735022479
15018,2016-11,5.292153929
15025,2016-11,6.153413856
15026,2016-11,5.405415974
15027,2016-11,3.975670565
15029,2016-11,5.153538105
15034,2016-11,4.974842946
15037,2016-11,4.544373396
15049,2016-11,5.690901317
15062,2016-11,5.121675962
15066,2016-11,5.722768363
15070,2016-11,5.97467729
15072,2016-11,6.415603031
15073,2016-11,6.206956505
15076,2016-11,5.710216983
15083,2016-11,4.723016822
15085,2016-11,4.723016822
15090,2016-11,5.781982259
15092,2016-11,5.657311097
15093,2016-11,6.253610764
15096,2016-11,6.153413856
15106,2016-11,4.292650699
15109,2016-11,5.722768363
15110,2016-11,5.584137011
15122,2016-11,5.781982259
15124,2016-11,5.292153929
15128,2016-11,6.253610764
15129,2016-11,6.814935479
15130,2016-11,5.584137011
15133,2016-11,5.292153929
15137,2016-11,5.584137011
15138,2016-11,5.405415974
15144,2016-11,4.40582999
15145,2016-11,6.403258631
15146,2016-11,5.405415974
15150,2016-11,5.722768363
15156,2016-11,5.722768363
15160,2016-11,5.153538105
15164,2016-11,4.974842946
15166,2016-11,6.087953139
15170,2016-11,5.483172026
15171,2016-11,4.723016822
15172,2016-11,5.722768363
15173,2016-11,5.501180385
15175,2016-11,5.292153929
15191,2016-11,5.722768363
15199,2016-11,6.153413856
15200,2016-11,6.121545176
15201,2016-11,5.722768363
15208,2016-11,5.836040761
15214,2016-11,5.501180385
15219,2016-11,6.05244065
15230,2016-11,5.014930043
15232,2016-11,5.08809119
15234,2016-11,6.212630577
15243,2016-11,5.97467729
15245,2016-11,5.292153929
15247,2016-11,5.405415974
15251,2016-11,5.153538105
15254,2016-11,5.722768363
15257,2016-11,5.657311097
15260,2016-11,5.657311097
15263,2016-11,5.292153929
15273,2016-11,5.809599236
15275,2016-11,5.836040761
15276,2016-11,4.723016822
15284,2016-11,5.292153929
15289,2016-11,5.722768363
15293,2016-11,5.97467729
15296,2016-11,5.722768363
15297,2016-11,6.405333138
15302,2016-11,6.153413856
15307,2016-11,5.836040761
15310,2016-11,6.153413856
15323,2016-11,5.58413701
15326,2016-11,6.212630577
15331,2016-11,5.836040761
15332,2016-11,4.723016822
15351,2016-11,5.405415974
15358,2016-11,6.316422771
15360,2016-11,5.292153929
15363,2016-11,5.657311097
15366,2016-11,6.781937074
15368,2016-11,5.614448346
15370,2016-11,4.292650699
15374,2016-11,4.292650699
15377,2016-11,5.722768363
15379,2016-11,6.153413856
15383,2016-11,5.885770109
15387,2016-11,6.83599934
15390,2016-11,4.544373396
15393,2016-11,5.931812567
15399,2016-11,6.087953139
15400,2016-11,5.722768363
15401,2016-11,5.584137011
15405,2016-11,5.292153929
15408,2016-11,4.974842946
15426,2016-11,6.05244065
15434,2016-11,4.292650699
15441,2016-11,5.153538105
15442,2016-11,3.862594545
15445,2016-11,5.722768363
15446,2016-11,5.643349495
15457,2016-11,4.292650699
15461,2016-11,3.862594545
15483,2016-11,3.862594545
15485,2016-11,5.885770109
15494,2016-11,5.292153929
15496,2016-11,4.8616016
15498,2016-11,4.953785867
15502,2016-11,5.722768363
15509,2016-11,6.153413856
15510,2016-11,6.684274102
15514,2016-11,5.292153929
15516,2016-11,5.405415974
15517,2016-11,6.36024399
15519,2016-11,4.974842946
15528,2016-11,5.722768363
15530,2016-11,6.362466936
15536,2016-11,5.292153929
15538,2016-11,5.292153929
15539,2016-11,4.723016822
15540,2016-11,6.33987127
15547,2016-11,5.153538105
15552,2016-11,4.974842946
15555,2016-11,4.723016822
15560,2016-11,5.722768363
15567,2016-11,5.856412553
15579,2016-11,5.292153929
15590,2016-11,3.862594545
15592,2016-11,6.250961257
15599,2016-11,5.445509541
15606,2016-11,5.183845743
15612,2016-11,5.931812567
15613,2016-11,6.153413856
15620,2016-11,5.722768363
15621,2016-11,5.292153929
15627,2016-11,5.885770109
15637,2016-11,6.33987127
15645,2016-11,6.240248782
15660,2016-11,5.405415974
15664,2016-11,6.710166265
15665,2016-11,4.885961244
15666,2016-11,5.405415974
15677,2016-11,6.014774739
15686,2016-11,3.862594545
15688,2016-11,6.629009152
15690,2016-11,4.723016822
15692,2016-11,3.975670565
15693,2016-11,6.183727411
15694,2016-11,6.05244065
15699,2016-11,5.292153929
15706,2016-11,5.657311097
15717,2016-11,5.836040761
15719,2016-11,5.899944587
15720,2016-11,5.292153929
15727,2016-11,5.722768363
15735,2016-11,5.97467729
15742,2016-11,5.722768363
15744,2016-11,5.58413701
15747,2016-11,6.643293014
15751,2016-11,5.292153929
15754,2016-11,6.18372741
15758,2016-11,5.722768363
15763,2016-11,4.974842946
15764,2016-11,6.153413856
15765,2016-11,5.836040761
15770,2016-11,5.781982259
15776,2016-11,6.518612438
15796,2016-11,5.866353329
15797,2016-11,4.292650699
15799,2016-11,5.292153929
15800,2016-11,5.909217723
15804,2016-11,5.836040761
15811,2016-11,5.722768363
15815,2016-11,5.722768363
15816,2016-11,4.292650699
15822,2016-11,5.501180385
15824,2016-11,6.405333138
15829,2016-11,5.657311097
15830,2016-11,6.316422771
15831,2016-11,5.292153929
15836,2016-11,5.931812567
15837,2016-11,5.657311097
15843,2016-11,5.292153929
15855,2016-11,6.643293014
15856,2016-11,6.545630523
15859,2016-11,4.723016822
15867,2016-11,6.153413856
15869,2016-11,5.292153929
15870,2016-11,5.722768363
15871,2016-11,6.153413856
15872,2016-11,5.97467729
15879,2016-11,5.940625351
15880,2016-11,5.722768363
15881,2016-11,4.974842946
15884,2016-11,4.292650699
15885,2016-11,3.862594545
15886,2016-11,6.722718659
15887,2016-11,3.862594545
15893,2016-11,5.781982259
15898,2016-11,5.351362178
15900,2016-11,6.584074882
15906,2016-11,5.722768363
15909,2016-11,6.266691431
15910,2016-11,3.862594545
15916,2016-11,6.153413856
15917,2016-11,5.97467729
15925,2016-11,6.405333138
15933,2016-11,5.781982259
15936,2016-11,5.292153929
15943,2016-11,4.292650699
15951,2016-11,5.292153929
15952,2016-11,6.153413856
15954,2016-11,5.722768363
15955,2016-11,5.836040761
15962,2016-11,6.384269633
15972,2016-11,5.657311097
15977,2016-11,5.962125487
15979,2016-11,5.153538105
15984,2016-11,5.781982259
15997,2016-11,5.153538105
16007,2016-11,4.974842946
16008,2016-11,5.501180385
16024,2016-11,6.584074882
16028,2016-11,4.292650699
16037,2016-11,5.292153929
16039,2016-11,4.723016822
16042,2016-11,4.292650699
16043,2016-11,4.723016822
16064,2016-11,4.974842946
16066,2016-11,4.544373396
16073,2016-11,4.974842946
16077,2016-11,6.405333138
16080,2016-11,5.97467729
16089,2016-11,4.292650699
16094,2016-11,6.212630577
16097,2016-11,4.974842946
16098,2016-11,6.153413856
16099,2016-11,5.501180385
16102,2016-11,6.464550799
16106,2016-11,5.153538105
16112,2016-11,6.710166265
16120,2016-11,5.931812567
16129,2016-11,6.405333138
16133,2016-11,4.723016822
16134,2016-11,4.544373396
16135,2016-11,6.568344441
16136,2016-11,5.292153929
16137,2016-11,6.509922541
16142,2016-11,6.31642277
16146,2016-11,4.622092928
16148,2016-11,5.292153929
16151,2016-11,5.435726077
16152,2016-11,5.722768363
16160,2016-11,5.501180385
16161,2016-11,4.8616016
16163,2016-11,5.54404215
16165,2016-11,5.292153929
16169,2016-11,5.584137011
16170,2016-11,5.722768363
16176,2016-11,6.405333138
16177,2016-11,5.226703564
16178,2016-11,4.974842946
16179,2016-11,4.723016822
16181,2016-11,5.292153929
16182,2016-11,5.405415974
16183,2016-11,5.351362178
16186,2016-11,6.212630577
16190,2016-11,5.292153929
16191,2016-11,5.793176777
16193,2016-11,5.97467729
16202,2016-11,6.292054527
16211,2016-11,6.087953139
16216,2016-11,4.974842946
16219,2016-11,5.292153929
16229,2016-11,6.405333138
16230,2016-11,4.974842946
16236,2016-11,4.292650699
16240,2016-11,6.153413856
16242,2016-11,5.07059257
16246,2016-11,5.657311097
16249,2016-11,5.292153929
16251,2016-11,5.722768363
16253,2016-11,4.544373396
16255,2016-11,6.36024399
16257,2016-11,5.722768363
16262,2016-11,6.014774739
16270,2016-11,5.153538105
16272,2016-11,5.962125487
16276,2016-11,5.292153929
16278,2016-11,5.584137011
16281,2016-11,5.292153929
16289,2016-11,6.014774739
16290,2016-11,3.975670565
16291,2016-11,5.97467729
16296,2016-11,5.405415974
16298,2016-11,4.974842946
16303,2016-11,6.153413856
16306,2016-11,5.54404215
16311,2016-11,6.735022479
16314,2016-11,4.723016822
16319,2016-11,6.316422771
16320,2016-11,5.781982259
16351,2016-11,6.087953139
16354,2016-11,5.584137011
16357,2016-11,5.153538105
16373,2016-11,6.445431881
16376,2016-11,6.405333138
16384,2016-11,5.722768363
16386,2016-11,6.240248782
16397,2016-11,5.292153929
16398,2016-11,4.723016822
16399,2016-11,5.292153929
16402,2016-11,5.153538105
16415,2016-11,5.97467729
16421,2016-11,6.405333138
16422,2016-11,6.629009151
16423,2016-11,6.584074882
16434,2016-11,4.544373396
16440,2016-11,6.153413856
16441,2016-11,3.862594545
16442,2016-11,5.501180385
16446,2016-11,5.501180385
16454,2016-11,5.664175987
16460,2016-11,5.240356826
16466,2016-11,6.153413856
16470,2016-11,4.8616016
16472,2016-11,6.949280367
16476,2016-11,5.292153929
16479,2016-11,6.405333138
16480,2016-11,4.292650699
16482,2016-11,5.931812567
16490,2016-11,5.292153929
16492,2016-11,5.501180385
16499,2016-11,6.05244065
16501,2016-11,3.862594545
16502,2016-11,4.974842946
16503,2016-11,4.292650699
16506,2016-11,6.153413856
16510,2016-11,5.501180385
16514,2016-11,4.723016822
16526,2016-11,6.18372741
16529,2016-11,6.153413856
16530,2016-11,5.931812567
16531,2016-11,5.153538105
16537,2016-11,4.292650699
16540,2016-11,5.861402821
16544,2016-11,4.292650699
16545,2016-11,5.657311097
16546,2016-11,6.722718659
16553,2016-11,5.722768363
16558,2016-11,5.722768363
16562,2016-11,6.83599934
16582,2016-11,4.723016822
16584,2016-11,6.153413856
16593,2016-11,5.97467729
16594,2016-11,6.153413856
16604,2016-11,5.621800638
16614,2016-11,4.622092928
16616,2016-11,6.212630577
16620,2016-11,5.153538105
16630,2016-11,4.974842946
16635,2016-11,4.292650699
16642,2016-11,5.292153929
16647,2016-11,6.464550799
16651,2016-11,5.153538105
16653,2016-11,6.65725587
16666,2016-11,5.292153929
16677,2016-11,5.722768363
16681,2016-11,5.97467729
16682,2016-11,5.836040761
16686,2016-11,5.931812567
16691,2016-11,6.292054527
16693,2016-11,6.501109382
16695,2016-11,5.931812567
16698,2016-11,6.83599934
16700,2016-11,5.657311097
16704,2016-11,5.501180385
16706,2016-11,4.8616016
16714,2016-11,5.836040761
16736,2016-11,6.003014847
16740,2016-11,5.501180385
16742,2016-11,5.931812567
16743,2016-11,6.159596037
16744,2016-11,6.014774739
16754,2016-11,5.722768363
16759,2016-11,5.722768363
16761,2016-11,5.885770109
16779,2016-11,4.292650699
16782,2016-11,5.722768363
16786,2016-11,3.862594545
16788,2016-11,5.657311097
16790,2016-11,4.974842946
16791,2016-11,5.351362178
16792,2016-11,5.405415974
16793,2016-11,6.153413856
16798,2016-11,6.781937073
16799,2016-11,5.722768363
16800,2016-11,4.544373396
16803,2016-11,6.781937074
16808,2016-11,6.240248782
16810,2016-11,5.781982259
16815,2016-11,4.974842946
16817,2016-11,6.856372469
16821,2016-11,6.153413856
16826,2016-11,5.722768363
16827,2016-11,6.153413856
16829,2016-11,4.723016822
16831,2016-11,5.722768363
16837,2016-11,6.415603031
16838,2016-11,5.405415974
16849,2016-11,6.584074882
16852,2016-11,5.722768363
16858,2016-11,5.292153929
16862,2016-11,5.781982259
16863,2016-11,6.05244065
16866,2016-11,5.292153929
16868,2016-11,5.316518349
16874,2016-11,5.292153929
16877,2016-11,6.390663998
16880,2016-11,5.405415974
16882,2016-11,6.292054527
16884,2016-11,5.753080438
16891,2016-11,5.183845743
16896,2016-11,4.8616016
16899,2016-11,5.501180385
16901,2016-11,5.183845743
16903,2016-11,6.014774739
16908,2016-11,5.584137011
16909,2016-11,4.8616016
16918,2016-11,5.45514134
16921,2016-11,5.781982259
16928,2016-11,5.722768363
16929,2016-11,6.026316181
16935,2016-11,5.722768363
16939,2016-11,4.723016822
16946,2016-11,5.684326978
16949,2016-11,6.405333138
16950,2016-11,5.69740682
16955,2016-11,4.782208137
16956,2016-11,4.974842946
16965,2016-11,5.405415974
16967,2016-11,4.8616016
16969,2016-11,3.862594545
16970,2016-11,6.591793236
16977,2016-11,4.544373396
16983,2016-11,6.742289496
16989,2016-11,5.58413701
16991,2016-11,3.862594545
16993,2016-11,5.607008011
16995,2016-11,5.722768363
